real_trip_id,actual_total_sec,pred_total_sec,n_segments,abs_error_sec
DO-DUMMY-00268990_0,2066.8469999999998,2872.6343,16,805.7872773437502
DO-DUMMY-00268999_0,2980.912,3097.7124,17,116.80040234375019
DO-DUMMY-00269058_0,33906.549,20196.023,18,13710.525562499999
DO-DUMMY-00269073_0,3561.411,4031.5176,24,470.10657812499994
DO-DUMMY-00269085_0,1650.927,1971.5814,8,320.6544208984376
DO-DUMMY-00269092_0,3033.8179999999998,2917.924,16,115.89392773437476
DO-DUMMY-00269121_0,2524.816,2725.4797,19,200.6637363281252
DO-DUMMY-00269136_0,8327.816,13333.409,20,5005.593179687499
DO-DUMMY-00269149_0,3421.307,3405.7402,16,15.566765624999789
DO-DUMMY-00269160_0,4589.805,4931.3115,20,341.5065234374997
DO-DUMMY-00269163_0,3407.618,3259.9978,21,147.62019726562494
DO-DUMMY-00269186_0,2642.918,2564.0908,18,78.82717968750012
DO-DUMMY-00269189_0,4631.897,5368.267,21,736.3700898437501
DO-DUMMY-00269219_0,3118.407,3181.974,19,63.56712109374985
DO-DUMMY-00269240_0,5502.221,15730.548,34,10228.3268515625
DO-DUMMY-00269241_0,3288.014,3319.686,15,31.672035156249876
DO-DUMMY-00269257_0,3093.483,3042.7402,19,50.742765625000175
DO-DUMMY-00269261_0,3794.516,17826.672,19,14032.155875
DO-DUMMY-00269276_0,1916.452,2080.7078,18,164.255763671875
DO-DUMMY-00269306_0,3211.48,22917.887,19,19706.40671875
DO-DUMMY-00269333_0,32971.7,29914.398,2,3057.301562499997
DO-DUMMY-00269348_0,3100.383,20227.168,19,17126.78496875
DO-DUMMY-00269404_0,6912.884,4611.467,13,2301.417203125
DO-DUMMY-00269408_0,100.064,72.18548,2,27.878521789550774
DO-DUMMY-00269414_0,3832.79,6706.2373,21,2873.4473046875
DO-DUMMY-00269414_1,603.643,600.25165,2,3.391352050781279
DO-DUMMY-00269481_0,3202.217,16458.941,19,13256.72440625
DO-DUMMY-00269514_0,2617.816,3604.7598,15,986.9437656250002
DO-DUMMY-00269517_0,2986.624,3205.6982,18,219.0742421875002
DO-DUMMY-00269525_0,1806.996,2314.4673,13,507.4712851562499
DO-DUMMY-00269540_0,4885.894,4789.1055,34,96.78853125000023
DO-DUMMY-00269545_0,4228.338,4273.134,30,44.79578906250026
DO-DUMMY-00269553_0,3414.406,3087.8203,18,326.58568749999995
DO-DUMMY-00269556_0,2341.381,3010.4128,18,669.0318417968751
DO-DUMMY-00269577_0,4431.74,4149.6475,25,282.0925390624998
DO-DUMMY-00269579_0,3427.7509999999997,2912.902,19,514.8489003906247
DO-DUMMY-00269582_0,2546.959,2887.1938,19,340.23484765625017
DO-DUMMY-00269604_0,2974.692,3259.4487,18,284.75673046875
DO-DUMMY-00269663_0,2600.003,2439.99,17,160.01300976562516
DO-DUMMY-00269672_0,3222.648,3223.5413,26,0.8932597656248618
DO-DUMMY-00269741_0,2718.6330000000003,2691.0825,18,27.550480468750266
DO-DUMMY-00269753_0,2303.873,2338.669,18,34.79594531249995
DO-DUMMY-00269770_0,3813.405,3893.6511,33,80.2461230468748
DO-DUMMY-00269795_0,3365.156,3055.946,20,309.20995507812495
DO-DUMMY-00269829_0,2428.984,2301.1406,16,127.84337499999992
DO-DUMMY-00269834_0,4712.208,4289.7275,33,422.48046093749963
DO-DUMMY-00269837_0,5115.8240000000005,4780.621,33,335.2029062500005
DO-DUMMY-00269933_0,2870.738,2756.2925,18,114.44551953124983
DO-DUMMY-00269953_0,2365.985,2107.5889,19,258.3961328125001
DO-DUMMY-00269973_0,2875.399,2917.356,25,41.95695703125011
DO-DUMMY-00269977_0,4494.352,4241.7344,35,252.61762499999986
DO-DUMMY-00269986_0,2626.946,2536.2576,20,90.68843164062491
DO-DUMMY-00269991_0,2481.572,2237.097,19,244.47507617187512
DO-DUMMY-00270017_0,2033.978,1811.2059,17,222.77206738281257
DO-DUMMY-00270053_0,2123.14,2143.235,18,20.095107421875127
DO-DUMMY-00270054_0,2416.083,2173.3257,17,242.75731640625008
DO-DUMMY-00270074_0,3081.024,2960.9375,26,120.08649999999989
DO-DUMMY-00270088_0,2365.039,1851.9685,14,513.0704941406252
DO-DUMMY-00270089_0,1679.729,1715.1315,15,35.40246972656246
DO-DUMMY-00270108_0,7809.284,4100.0254,19,3709.2586093749997
DO-DUMMY-00270111_0,3236.1440000000002,3108.2747,26,127.86934179687523
DO-DUMMY-00270160_0,2155.309,2691.5315,18,536.2224941406248
DO-DUMMY-00270169_0,1464.4270000000001,1523.757,9,59.329958007812365
DO-DUMMY-00270208_0,2318.25,2939.1958,18,620.94580078125
DO-DUMMY-00270258_0,1348.421,1344.4429,10,3.978128906250049
DO-DUMMY-00270273_0,2965.498,2885.5276,24,79.97041210937505
DO-DUMMY-00270296_0,6086.668,4152.051,30,1934.6172187499997
DO-DUMMY-00270325_0,3993.689,3907.6624,28,86.02664648437485
DO-DUMMY-00270331_0,2789.9230000000002,2627.6235,18,162.29946484375023
DO-DUMMY-00270332_0,4615.836,4364.957,35,250.87896875000024
DO-DUMMY-00270342_0,11545.813999999998,5681.0425,18,5864.7715195312485
DO-DUMMY-00270417_0,2093.193,1994.4454,18,98.74756542968771
DO-DUMMY-00270420_0,2063.712,2256.8767,18,193.164708984375
DO-DUMMY-00270445_0,2272.1349999999998,2070.9102,15,201.22484374999976
DO-DUMMY-00270462_0,3135.686,2884.6965,20,250.98946679687515
DO-DUMMY-00270510_0,3176.855,4596.0312,24,1419.17625
DO-DUMMY-00270543_0,2049.044,2444.4158,24,395.37177148437513
DO-DUMMY-00270566_0,2522.337,2957.8435,19,435.506505859375
DO-DUMMY-00270645_0,5386.8730000000005,2915.5083,18,2471.3646992187505
DO-DUMMY-00270648_0,2934.82,2657.6692,21,277.15081054687516
DO-DUMMY-00270672_0,2215.733,2623.4255,20,407.6925371093748
DO-DUMMY-00270673_0,4130.453,4466.825,31,336.37219531249957
DO-DUMMY-00270673_1,758.056,558.3217,2,199.7342836914063
DO-DUMMY-00270685_0,2457.573,2241.847,18,215.72607617187487
DO-DUMMY-00270702_0,8060.812000000001,5014.174,22,3046.638171875001
DO-DUMMY-00270703_0,1714.306,1851.4564,18,137.15042089843746
DO-DUMMY-00270714_0,2103.799,2511.4126,18,407.61359765625
DO-DUMMY-00270735_0,9442.485,5677.9146,34,3764.5704492187506
DO-DUMMY-00270753_0,8705.523,4223.1636,14,4482.359425781249
DO-DUMMY-00270782_0,2403.833,2634.4138,17,230.58081835937492
DO-DUMMY-00270802_0,6846.313,4489.878,30,2356.4350703125
DO-DUMMY-00270839_0,2548.823,2743.9504,19,195.12743945312513
DO-DUMMY-00270842_0,2098.105,2323.2002,18,225.09519531249998
DO-DUMMY-00270845_0,1244.989,1269.3555,9,24.366468749999967
DO-DUMMY-00270846_0,3238.78,3912.4253,30,673.6452929687498
DO-DUMMY-00270879_0,1442.087,1455.29,15,13.203039062500011
DO-DUMMY-00270892_0,3106.5029999999997,3312.5408,21,206.0377714843753
DO-DUMMY-00270894_0,2365.5789999999997,2047.8629,13,317.7160849609372
DO-DUMMY-00270953_0,2001.9,2004.7688,16,2.868798828124909
DO-DUMMY-00270986_0,2839.661,2965.7847,21,126.12366796874994
DO-DUMMY-00270986_1,761.915,713.18945,2,48.725546874999964
DO-DUMMY-00271001_0,3056.138,2907.3728,24,148.76519726562492
DO-DUMMY-00271014_0,2158.489,2003.5536,18,154.93541113281253
DO-DUMMY-00271097_0,1712.773,1086.4585,4,626.3145039062499
DO-DUMMY-00271109_0,3650.806,3472.789,21,178.01693750000004
DO-DUMMY-00271113_0,7356.965,4060.2493,26,3296.715732421875
DO-DUMMY-00271138_0,2805.614,2756.387,20,49.22703710937503
DO-DUMMY-00271155_0,4148.676,2735.1948,18,1413.4811757812504
DO-DUMMY-00271170_0,1940.6760000000002,2374.2979,15,433.62185156249984
DO-DUMMY-00271178_0,2421.145,2423.229,20,2.084003906250018
DO-DUMMY-00271209_0,2562.629,2785.9824,19,223.3534218750001
DO-DUMMY-00271210_0,1775.096,1700.3779,12,74.7180703125
DO-DUMMY-00271261_0,2578.922,2937.4658,17,358.5438203125
DO-DUMMY-00271312_0,2654.376,2672.3274,20,17.951392578124796
DO-DUMMY-00271315_0,2151.81,2338.2515,19,186.44146484375005
DO-DUMMY-00271326_0,2757.031,2528.691,18,228.34008203124995
DO-DUMMY-00271375_0,2062.3360000000002,1888.1449,17,174.19110253906274
DO-DUMMY-00271376_0,2533.9610000000002,2646.6375,21,112.67645117187476
DO-DUMMY-00271376_1,525.012,262.8186,2,262.19339648437494
DO-DUMMY-00271378_0,9689.996,7985.746,16,1704.2499062499992
DO-DUMMY-00271395_0,8437.829,9923.773,18,1485.9444375000003
DO-DUMMY-00271447_0,2610.16,2590.8486,23,19.311367187499854
DO-DUMMY-00271480_0,8844.507,8092.3237,15,752.1832695312496
DO-DUMMY-00271485_0,8829.562,7959.532,20,870.0297734374999
DO-DUMMY-00271495_0,2163.068,2902.0256,18,738.9576347656248
DO-DUMMY-00271506_0,2300.531,2826.415,19,525.8840390625
DO-DUMMY-00271509_0,1533.48,1379.9458,12,153.53419921875002
DO-DUMMY-00271511_0,2892.169,2658.407,20,233.76201757812487
DO-DUMMY-00271514_0,2662.1400000000003,3073.0771,20,410.9371484374997
DO-DUMMY-00271515_0,2364.813,2524.1506,19,159.3376347656249
DO-DUMMY-00271545_0,3033.49,2982.396,21,51.09400390624978
DO-DUMMY-00271545_1,691.001,597.4475,2,93.55349023437498
DO-DUMMY-00271605_0,1636.47,1661.8268,14,25.356782226562473
DO-DUMMY-00271606_0,3253.5260000000003,3553.3738,21,299.8477792968747
DO-DUMMY-00271615_0,1629.847,2011.155,16,381.308029296875
DO-DUMMY-00271618_0,9659.17,6926.606,19,2732.56404296875
DO-DUMMY-00271642_0,2668.759,2589.1748,20,79.58419531250001
DO-DUMMY-00271646_0,2442.862,2371.6963,17,71.16571093750008
DO-DUMMY-00271657_0,2428.049,3095.737,19,667.688060546875
DO-DUMMY-00271664_0,2032.08,2426.5876,17,394.5076464843751
DO-DUMMY-00271677_0,1658.297,1873.4172,14,215.12023632812497
DO-DUMMY-00271681_0,2873.517,2630.1812,18,243.33584765624983
DO-DUMMY-00271698_0,4855.804,2927.0142,20,1928.78983984375
DO-DUMMY-00271748_0,1639.791,1694.5895,15,54.79847753906256
DO-DUMMY-00271776_0,1303.395,1406.475,12,103.07997558593752
DO-DUMMY-00271789_0,3134.2019999999998,2752.0115,20,382.19052539062477
DO-DUMMY-00271853_0,1451.92,1541.241,17,89.32096679687493
DO-DUMMY-00271903_0,2506.135,2213.2004,16,292.9345605468752
DO-DUMMY-00271912_0,2849.425,2687.5815,20,161.84345703125018
DO-DUMMY-00271924_0,3137.19,2766.1626,19,371.02740234375005
DO-DUMMY-00271938_0,2504.936,2298.9197,18,206.01632226562515
DO-DUMMY-00271951_0,6934.264,4724.5894,17,2209.67464453125
DO-DUMMY-00271979_0,2431.9500000000003,2389.122,20,42.82792968750027
DO-DUMMY-00271980_0,2153.665,2161.8938,18,8.228798828125036
DO-DUMMY-00271990_0,5174.144,3158.9424,16,2015.2016171875002
DO-DUMMY-00271993_0,2259.214,2225.0342,20,34.17982031249994
DO-DUMMY-00272047_0,9081.151,8575.633,18,505.51818749999984
DO-DUMMY-00272057_0,2632.53,2743.4146,20,110.8845507812498
DO-DUMMY-00272099_0,1811.821,1752.845,16,58.97602929687491
DO-DUMMY-00272124_0,3142.078,2715.3308,20,426.747189453125
DO-DUMMY-00272131_0,2361.168,3107.9927,17,746.8246757812499
DO-DUMMY-00272132_0,2651.7690000000002,3083.3684,19,431.59940820312477
DO-DUMMY-00272140_0,1884.243,1791.0979,13,93.14509960937494
DO-DUMMY-00272153_0,1936.778,2396.1912,18,459.413162109375
DO-DUMMY-00272157_0,1846.556,2025.2096,18,178.65359472656246
DO-DUMMY-00272185_0,1086.154,764.17834,3,321.9756552734375
DO-DUMMY-00272188_0,1929.85,1910.9324,18,18.91762695312491
DO-DUMMY-00272200_0,5374.643,3373.1868,20,2001.456232421875
DO-DUMMY-00272207_0,2803.979,2565.8223,20,238.15673437499981
DO-DUMMY-00272216_0,2355.637,2390.5928,20,34.95577343749983
DO-DUMMY-00272233_0,2818.623,2627.186,19,191.43696484375005
DO-DUMMY-00272237_0,1719.5529999999999,2051.4011,20,331.8481230468751
DO-DUMMY-00272238_0,1541.834,1653.2668,18,111.43284570312494
DO-DUMMY-00272246_0,1890.876,1879.3009,12,11.575096679687476
DO-DUMMY-00272270_0,2198.392,2250.3901,20,51.998136718750175
DO-DUMMY-00272301_0,1626.602,1591.7217,18,34.88032031250009
DO-DUMMY-00272310_0,1606.763,1605.8938,18,0.86920117187492
DO-DUMMY-00272313_0,1368.04,1321.656,13,46.383994140624964
DO-DUMMY-00272325_0,2793.226,2704.9382,20,88.28776757812511
DO-DUMMY-00272358_0,1991.934,2196.5815,18,204.64754296875003
DO-DUMMY-00272407_0,1777.0240000000001,1765.5331,16,11.490918945312615
DO-DUMMY-00272442_0,2082.593,1922.793,17,159.80003124999985
DO-DUMMY-00272443_0,2149.443,2053.1733,18,96.26966015625021
DO-DUMMY-00272454_0,2239.483,2073.2224,19,166.26058789062517
DO-DUMMY-00272463_0,2708.51,2365.4436,19,343.0663964843752
DO-DUMMY-00272511_0,7085.008,2852.6228,17,4232.385197265625
DO-DUMMY-00272514_0,2283.219,2829.5342,19,546.3151796875
DO-DUMMY-00272523_0,1482.363,1787.8818,18,305.51883593749994
DO-DUMMY-00272532_0,1167.068,1268.7667,14,101.69872363281252
DO-DUMMY-00272535_0,6443.526,2990.1865,20,3453.3394765625
DO-DUMMY-00272537_0,1873.187,2219.9348,16,346.7478144531251
DO-DUMMY-00272547_0,8980.626,4625.7495,18,4354.87648828125
DO-DUMMY-00272556_0,5677.011,4890.935,19,786.0759414062504
DO-DUMMY-00272574_0,1798.464,2506.2603,19,707.7962539062501
DO-DUMMY-00272575_0,2142.881,2064.3494,20,78.53163476562486
DO-DUMMY-00272579_0,6179.876,4005.5398,19,2174.336205078125
DO-DUMMY-00272596_0,1489.517,1771.316,18,281.79904003906245
DO-DUMMY-00272607_0,1941.0529999999999,2208.496,20,267.4430937500001
DO-DUMMY-00272614_0,95.94,140.82243,3,44.88243347167969
DO-DUMMY-00272625_0,1452.739,1432.694,18,20.045030273437533
DO-DUMMY-00272635_0,6843.163,3033.275,19,3809.8880976562496
DO-DUMMY-00272643_0,1267.11,1392.1149,17,125.0048681640626
DO-DUMMY-00272651_0,5491.325,2259.1106,18,3232.214404296875
DO-DUMMY-00272653_0,5566.69,2617.0916,19,2949.5984472656246
DO-DUMMY-00272659_0,2984.739,1862.2587,14,1122.4803330078125
DO-DUMMY-00272662_0,6469.9710000000005,2649.7456,19,3820.2253945312505
DO-DUMMY-00272664_0,2629.239,2896.266,19,267.02711328124997
DO-DUMMY-00272678_0,6145.598999999999,2140.4658,18,4005.1331796874993
DO-DUMMY-00272697_0,1780.606,1670.5297,20,110.0763369140625
DO-DUMMY-00272701_0,675.951,1346.7338,8,670.7827646484375
DO-DUMMY-00272702_0,6132.0830000000005,2687.6309,19,3444.4521406250005
DO-DUMMY-00272707_0,1759.16,1710.2585,20,48.90145507812508
DO-DUMMY-00272720_0,1940.157,2212.2886,17,272.1315742187501
DO-DUMMY-00272727_0,3523.934,1840.5312,20,1683.4027500000002
DO-DUMMY-00272735_0,1602.976,1763.5953,20,160.6193369140624
DO-DUMMY-00272742_0,1530.8780000000002,1703.9287,20,173.05071093749984
DO-DUMMY-00272756_0,1404.803,1586.3903,19,181.5872587890624
DO-DUMMY-00272764_0,1698.517,2192.3867,19,493.86971874999995
DO-DUMMY-00272765_0,1298.7640000000001,1695.198,19,396.4339980468749
DO-DUMMY-00272767_0,1487.617,1486.1194,19,1.4976152343749618
DO-DUMMY-00272768_0,952.388,1017.1049,8,64.71691943359372
DO-DUMMY-00272778_0,1304.825,1313.5586,18,8.733593749999955
DO-DUMMY-00272792_0,1085.806,1171.8552,18,86.04922460937496
DO-DUMMY-00272800_0,1710.04,2041.4459,19,331.40592285156254
DO-DUMMY-00272814_0,1700.932,1540.3752,20,160.55675585937502
DO-DUMMY-00272818_0,1344.223,1383.448,19,39.224998046875044
DO-DUMMY-00272825_0,793.788,866.4209,12,72.63289843749999
DO-DUMMY-00272827_0,1748.326,1582.9766,19,165.34943750000002
DO-DUMMY-00272829_0,1557.526,1564.542,20,7.015992187499933
DO-DUMMY-00272846_0,29890.644,24038.14,23,5852.503375
DO-DUMMY-00272854_0,1667.749,1558.2222,20,109.52683203125002
DO-DUMMY-00272863_0,5996.342,2003.5021,17,3992.839924804687
DO-DUMMY-00272871_0,3758.383,1917.9498,20,1840.4331708984373
DO-DUMMY-00272901_0,1738.481,1789.2312,20,50.750201171875005
DO-DUMMY-00272911_0,1467.806,1553.6531,19,85.84707617187496
DO-DUMMY-00272924_0,1413.284,1616.8048,19,203.5208095703124
DO-DUMMY-00272944_0,1483.763,1587.8967,19,104.13372851562508
DO-DUMMY-00272954_0,34447.914,16123.196,19,18324.717710937497
DO-DUMMY-00273014_0,1683.227,1484.5219,18,198.7051494140626
DO-DUMMY-00273082_0,26213.348,8036.3364,20,18177.01157421875
DO-DUMMY-00273106_0,1235.705,1233.647,13,2.0580273437499272
DO-DUMMY-00273134_0,1267.558,1171.1705,16,96.38746777343749
DO-DUMMY-00273158_0,27649.344,31103.516,15,3454.171624999999
DO-DUMMY-00273234_0,31809.183,36070.746,26,4261.563093749999
DO-DUMMY-00273252_0,1716.481,36635.582,19,34919.10103125
DO-DUMMY-00273253_0,29862.589,27765.385,20,2097.204234375
DO-DUMMY-00273254_0,28065.19,24200.371,31,3864.8189062499987
DO-DUMMY-00273288_0,27194.067000000003,26715.393,16,478.67442187500274
DO-DUMMY-00273340_0,26041.195,31606.902,16,5565.70734375
DO-DUMMY-00273381_0,1640.304,4904.4844,19,3264.180375
DO-DUMMY-00273409_0,27477.047,29525.201,32,2048.1541718750013
DO-DUMMY-00273434_0,34715.49,27687.365,33,7028.124765624998
DO-DUMMY-00273437_0,40072.835,28594.818,18,11478.016640625
DO-DUMMY-00273458_0,31583.777000000002,14059.249,18,17524.527976562502
DO-DUMMY-00273465_0,37961.166,32665.06,24,5296.105453124997
DO-DUMMY-00273475_0,1640.895,2227.5002,20,586.605244140625
DO-DUMMY-00273481_0,47871.995,36193.008,35,11678.987187500003
DO-DUMMY-00273570_0,29296.273,32194.762,11,2898.488718749999
DO-DUMMY-00273572_0,27873.797,31193.182,20,3319.3846406250013
DO-DUMMY-00273581_0,2666.067,2327.0417,18,339.025251953125
DO-DUMMY-00273665_0,2282.6639999999998,2479.725,17,197.06109765625024
DO-DUMMY-00273673_0,31039.801000000003,38046.32,18,7006.519312499997
DO-DUMMY-00273685_0,40383.984000000004,24872.074,12,15511.909781250004
DO-DUMMY-00273689_0,35479.568999999996,30994.496,20,4485.072906249996
DO-DUMMY-00273713_0,43788.562,35598.32,16,8190.241687499998
DO-DUMMY-00273737_0,35997.863000000005,32326.604,26,3671.259484375005
DO-DUMMY-00273778_0,29992.962,37544.535,12,7551.5731562500005
DO-DUMMY-00273821_0,1979.6979999999999,4843.026,19,2863.32787890625
DO-DUMMY-00273869_0,29726.137,35429.324,26,5703.187218750001
DO-DUMMY-00273907_0,3961.6349999999998,4275.1284,34,313.49341796875024
DO-DUMMY-00273918_0,27517.945,13733.374,20,13784.5709765625
DO-DUMMY-00273925_0,3038.737,3068.076,27,29.33892773437492
DO-DUMMY-00273973_0,2162.968,2386.685,20,223.71705859375015
DO-DUMMY-00273980_0,31437.441,29287.49,18,2149.950765624999
DO-DUMMY-00273991_0,3323.578,4231.9966,34,908.41858203125
DO-DUMMY-00273992_0,1985.247,1714.0449,19,271.20207812500007
DO-DUMMY-00274014_0,34594.128,29617.62,22,4976.508859374997
DO-DUMMY-00274071_0,2069.175,3720.479,19,1651.3040039062498
DO-DUMMY-00274078_0,1068.777,2516.9053,9,1448.1282734375
DO-DUMMY-00274096_0,2116.121,2375.5842,18,259.4632285156249
DO-DUMMY-00274105_0,2069.302,1979.347,17,89.95495410156263
DO-DUMMY-00274133_0,4056.752,3818.0498,34,238.70219531249995
DO-DUMMY-00274177_0,43069.439,17978.941,14,25090.49759375
DO-DUMMY-00274227_0,44414.951,37365.996,20,7048.954906250001
DO-DUMMY-00274290_0,3374.4500000000003,3244.3738,28,130.07622070312527
DO-DUMMY-00274342_0,1694.503,3311.7925,15,1617.28948046875
DO-DUMMY-00274405_0,29672.976,25183.893,27,4489.083421874999
DO-DUMMY-00274463_0,31035.899999999998,19098.088,24,11937.812109374998
DO-DUMMY-00274468_0,31678.632,19183.355,22,12495.276531250001
DO-DUMMY-00274496_0,33170.869,24167.98,17,9002.888531249999
DO-DUMMY-00274517_0,28944.476,41914.598,17,12970.121656250001
DO-DUMMY-00274521_0,1289.853,1494.273,16,204.41994921874993
DO-DUMMY-00274554_0,2000.659,2011.5741,17,10.915096679687394
DO-DUMMY-00274579_0,2031.222,20556.336,17,18525.1139375
DO-DUMMY-00274606_0,2046.232,9894.269,24,7848.0365546875
DO-DUMMY-00274607_0,36831.805,28403.693,20,8428.111640625
DO-DUMMY-00274657_0,3351.436,19196.729,29,15845.292515625
DO-DUMMY-00274669_0,1838.46,5510.788,13,3672.3280859375
DO-DUMMY-00274703_0,3057.603,3182.8755,24,125.27248828124993
DO-DUMMY-00274707_0,32953.729999999996,32870.94,13,82.78859374999593
DO-DUMMY-00274710_0,30709.531,32243.87,19,1534.338140625001
DO-DUMMY-00274713_0,32782.275,24390.426,18,8391.849218750001
DO-DUMMY-00274748_0,2415.449,2726.6367,20,311.18771874999993
DO-DUMMY-00274762_0,2129.494,4985.1055,15,2855.61146875
DO-DUMMY-00274790_0,3710.354,3417.8318,22,292.5222128906248
DO-DUMMY-00274794_0,2793.803,2813.1887,19,19.385720703125116
DO-DUMMY-00274830_0,2243.537,2613.882,16,370.3450800781252
DO-DUMMY-00274837_0,1274.043,1957.1749,9,683.1319267578126
DO-DUMMY-00274842_0,1509.912,1985.8451,12,475.93309277343747
DO-DUMMY-00274847_0,32518.369,16119.179,13,16399.1902890625
DO-DUMMY-00274957_0,1843.279,1790.1478,16,53.131172851562496
DO-DUMMY-00274963_0,2059.309,2312.7844,18,253.4754238281248
DO-DUMMY-00274969_0,1761.093,1571.0944,9,189.99863964843757
DO-DUMMY-00274972_0,1722.906,1788.0791,10,65.17310156250005
DO-DUMMY-00275002_0,2462.169,2808.0288,19,345.85980859375013
DO-DUMMY-00275013_0,1596.907,1495.7106,11,101.19642871093743
DO-DUMMY-00275042_0,3010.869,3122.0708,24,111.20180078124986
DO-DUMMY-00275045_0,2556.881,2511.5845,18,45.29652734374986
DO-DUMMY-00275090_0,1488.171,1622.4462,14,134.27516699218745
DO-DUMMY-00275106_0,4087.561,1587.709,11,2499.852015625
DO-DUMMY-00275123_0,3800.689,3620.635,25,180.05399023437485
DO-DUMMY-00275141_0,33231.684,9035.895,14,24195.78946875
DO-DUMMY-00275142_0,1883.291,1776.6179,13,106.67308007812494
DO-DUMMY-00275161_0,33188.793,17891.73,17,15297.062531249998
DO-DUMMY-00275243_0,1950.265,1949.2285,16,1.0364843750001
DO-DUMMY-00275255_0,40577.241,26654.066,12,13923.174593750002
DO-DUMMY-00275279_0,1393.023,2574.0708,12,1181.04780078125
DO-DUMMY-00275281_0,2417.742,2625.177,17,207.4350019531248
DO-DUMMY-00275321_0,1252.5030000000002,1615.0604,12,362.55742480468734
DO-DUMMY-00275327_0,42060.416,32713.549,25,9346.867171874997
DO-DUMMY-00275342_0,1840.796,1891.5544,10,50.75844335937495
DO-DUMMY-00275388_0,2368.979,1698.4713,14,670.5076865234373
DO-DUMMY-00275401_0,3804.114,4793.6094,26,989.495375
